examen	archivo	n	tema	ubicacion	enunciado_completo_extraido
Java.pdf	java/Java.pdf	68	Herramientas/general	pág 103	En el contexto del patrón de diseño de Comando (Command Pattern), ¿cuál es el propósito de la clase invocadora (Invoker)? a. Crear objetos que representan acciones y sus parámetros. b. Deﬁnir una interfaz común para todas las clases que representan comandos. c. Mantener la lógica de los objetos comando y ejecutar el comando solicitado en el momento adecuado. d. Ejecutar un comando y, opcionalmente, almacenar y deshacer el comando si es necesario. Vamos a analizar el Command Pattern paso a paso 👇 Componentes principales del patrón de diseño Command: 1. Command (Comando) ○ Deﬁne una interfaz común con un método execute() . ○ Representa la acción a realizar. 2. ConcreteCommand (Comando Concreto) ○ Implementa la interfaz Command . ○ Conoce el receptor y llama a sus métodos para ejecutar la acción. 3. Receiver (Receptor) ○ Es el objeto que sabe cómo realizar la acción concreta. 4. Invoker
Java.pdf	java/Java.pdf	69	Herramientas/general	pág 104	¿Cuál es el propósito principal del patrón de paginación en el desarrollo de aplicaciones web? Mejorar la seguridad de la aplicación al evitar ataques de inyección SQL. Incrementar la portabilidad del software al utilizar estándares de codiﬁcación universal. Facilitar la integración con servicios externos mediante el uso de API RESTful. Optimizar el rendimiento y la experiencia del usuario al dividir grandes conjuntos de datos en páginas más pequeñas. Vamos a analizarlo: El patrón de paginación en aplicaciones web se utiliza principalmente cuando tienes grandes volúmenes de datos . ● En lugar de cargar todos los registros a la vez (lo que puede consumir mucha memoria y hacer lenta la aplicación), la paginación: ○ Divide los datos en páginas más pequeñas . ○ Permite que el usuario vea solo una parte del conjunto de datos a la vez. ○ Mejora el rendimiento y la experiencia de usuario .
Java.pdf	java/Java.pdf	70	Java	pág 105	public class NestedLoopTest { public static void main(String[] args) { for (int i = 1; i <= 3; i++) { for (int j = 1; j <= 2; j++) { System.out.println("i."+i + "," + "j."+j); } } } } a) i.1,j.1 i.1,j.2 i.2,j.1 i.2,j.2 i.3,j.1 i.3,j.2 b) i.1,j.1 i.2,j.2 i.3,j.3 c) i.1,j.1 i.1,j.2 i.1,j.3 i.2,j.1 i.2,j.2 i.2,j.3 d) i.1,j.1 i.2,j.1 i.3,j.1 a b c d Analicemos el código paso a paso 👇 for (int i = 1; i <= 3; i++) { // i = 1, 2, 3 for (int j = 1; j <= 2; j++) { // j = 1, 2 System.out.println("i."+i + "," + "j."+j); } } 🔹 Iteraciones: 1. i = 1 ○ j = 1 → imprime i.1,j.1 ○ j = 2 → imprime i.1,j.2 2. i = 2 ○ j = 1 → imprime i.2,j.1 ○ j = 2 → imprime i.2,j.2 3. i = 3 ○ j = 1 → imprime i.3,j.1 ○ j = 2 → imprime i.3,j.2 🔹 Salida ﬁnal: i.1,j.1 i.1,j.2 i.2,j.1 i.2,j.2 i.3,j.1 i.3,j.2
Java.pdf	java/Java.pdf	71	Java	pág 109	¿Cuál es la salida del siguiente código? import java.time.LocalDate; import java.time.Month; public class Test { public static void main(String[] argv) { LocalDate date = LocalDate.of(1997, Month.MAY, 50); System.out.println(date.getYear() + "-" + date.getMonth() + "-" + date.getDayOfMonth()); } } a. 1997-MAY-15 b. 1997-JUN-15 c. Se genera una excepción en tiempo de ejecución. d. El código no compila. e. 14-JUN-1997 Analicemos el código paso a paso 👇 LocalDate date = LocalDate.of(1997, Month.MAY, 50); ● LocalDate.of(int year, Month month, int dayOfMonth) ● El día 50 de mayo no existe. ● Java no ajusta automáticamente días que excedan el mes, a diferencia de algunas librerías. Por lo tanto, al intentar crear esta fecha, se lanza una excepción en tiempo de ejecución : java.time.DateTimeException: Invalid date 'MAY 50' ●
Java.pdf	java/Java.pdf	72	Java	pág 110	Which of the following lines of code correctly uses a method from the String class to replace all occurrences of the character 'a' with 'e' in a given string in Java? a. String result = "banana".replace('a', 'e'); b. String result = "banana".change('a', 'e'); c. String result = "banana".modify('a', 'e'); d. String result = "banana".substitute('a', 'e'); e. String result = "banana".swap('a', 'e'); En Java, la clase String tiene el método replace para reemplazar caracteres o secuencias de caracteres: String result = "banana".replace('a', 'e'); System.out.println(result); // imprime "benene" Las otras opciones ( change , modify , substitute , swap ) no existen en la clase String .
Java.pdf	java/Java.pdf	73	Java	pág 111	Consider the following Java Code: class Animal { public void makeSound() { System.out.println("Sound"); } public void makeSound(String sound) { System.out.println(sound); } } class Dog extends Animal { @Override public void makeSound() { System.out.println("Bark"); } public void makeSound(int times) { for (int i = 0; i < times; i++) { System.out.println("Bark"); } } } public class Test { public static void main(String[] args) { Animal animal = new Animal(); Animal dog = new Dog(); animal.makeSound(); animal.makeSound("Roar"); dog.makeSound(); dog.makeSound("Growl"); } } What will be the output of the above code? a. Sound Roar Bark Roard b. Sound Roar Bark Growl c. Sound Roar Bark Bark d. Sound Roar Sound Growl Vamos a analizar el código paso a paso 👇 Clases class Animal { public void makeSound() { System.out.println("Sound"); } public void makeSound(String sound) { System.out.pri
Java.pdf	java/Java.pdf	74	APX	pág 115	APX proporciona a las aplicaciones las utilidades para ejecutar una consulta solo a base de datos relacional. Seleccione una: Verdadero Falso La aﬁrmación es falsa . Justiﬁcación: ● APX no se limita únicamente a bases de datos relacionales. ● Proporciona utilidades que permiten interactuar con diferentes tipos de fuentes de datos , incluyendo bases relacionales, documentos, y otras fuentes. ● Por lo tanto, no es correcto decir que solo se ejecutan consultas a bases relacionales.
Java.pdf	java/Java.pdf	75	Java	pág 116	Resultado de la operacion 9 | 4 13 --> System.out.println( 9| 4); Vamos a analizarlo paso a paso: La operación | en Java es el OR bit a bit . ● Números en binario: 9 -> 1001 4 -> 0100 ● Operación OR ( | ): se pone 1 si alguno de los bits es 1: 1001 0100 ---- 1101 -> 13 en decimal
Java.pdf	java/Java.pdf	76	Java	pág 116	Which of the following are valid ways to initialize a boolean variable in Java? a. boolean ﬂag = Boolean.FALSE; b. boolean ﬂag = true; c. boolean ﬂag = 0; d. boolean ﬂag = false; e. boolean ﬂag = "false";
Java.pdf	java/Java.pdf	77	Herramientas/general	pág 117	Which is the primary purpose of the pom.xml file in a Maven project? a. To specify the Java version used in the project. b. To manage the project's repository settings. c. To deﬁne the project's dependencies, build conﬁguration, and plugins. d. To store user-speciﬁc conﬁguration. En Maven , el archivo pom.xml (Project Object Model) es el corazón del proyecto y tiene los siguientes propósitos: ● Deﬁnir dependencias que el proyecto necesita. ● Conﬁgurar el proceso de construcción (build) . ● Especiﬁcar plugins para tareas adicionales (compilación, empaquetado, tests, etc.). Las otras opciones son parciales o incorrectas: ● a) La versión de Java puede especiﬁcarse, pero no es el propósito principal. ● b) Repositorios pueden deﬁnirse, pero no es lo central. ● d) Conﬁguración de usuario se guarda en settings.xml , no en pom.xml .
Java.pdf	java/Java.pdf	78	Java	pág 118	public class Test { public static void main(String[] args) { try { mf(); System.out.print("A"); } catch (Exception e) { System.out.print("B"); } finally { System.out.print("C"); } System.out.print("D"); } static void mf() { } } What is the result? a. ABCD b. ACD c. AC d. D e. compilation fails f. BCD Analicemos el código paso a paso 👇 public class Test { public static void main(String[] args) { try { mf(); System.out.print("A"); } catch (Exception e) { System.out.print("B"); } finally { System.out.print("C"); } System.out.print("D"); } static void mf() { } } Paso 1: Llamada a mf() ● mf() no lanza ninguna excepción . ● Por lo tanto, no se entra al bloque catch . Paso 2: Bloque try ● Después de mf() , se imprime "A" → salida parcial: "A" Paso 3: Bloque finally ● Siempre se ejecuta → imprime "C" → salida parcial: "AC" Paso 4: Después del try-catch-finally ● Se imprime "D" → salida ﬁna
Java.pdf	java/Java.pdf	79	Java	pág 120	En Java, ¿qué sintaxis es usada para declarar un parámetro en un método que acepte un número variable de argumentos? a. <> b. ... c. [] d. varargs e. {} En Java, para declarar un parámetro que acepte un número variable de argumentos se utiliza la sintaxis ... , conocida como varargs . Ejemplo: public void imprimirNumeros(int... nums) { for (int n : nums) { System.out.println(n); } } ● Aquí, nums puede recibir cualquier cantidad de enteros ( 0, 1, o más ).
Java.pdf	java/Java.pdf	80	APX	pág 121	¿Qué es un Job en el contexto de Spring Batch? a. Una clase que gestiona la persistencia de datos en la base de datos. b. Una entidad que encapsula todo el proceso por lotes, conﬁgurada a través de un archivo XML o una conﬁguración basada en Java. c. Un componente que ejecuta tareas individuales dentro de un Step. d. Una interfaz que deﬁne métodos para realizar operaciones CRUD en los datos del JobRepository. En Spring Batch , los conceptos principales son Job y Step : ● Job ○
Java.pdf	java/Java.pdf	81	Java	pág 122	Give public class Test { public static void main(String[] args) { float f = 3.14f; new Test().doIt(f); } void doIt(Float f) { System.out.println("Float"); } void doIt(double d) { System.out.println("double"); } void doIt(float... fs) { System.out.println("varargs"); } } What is the result? a. Compilations fails. b. An exception is thrown at runtime. c. The output is not predictable. d. Float e. varargs f. double Vamos a analizar la llamada a doIt(f) paso a paso 👇 Código clave: float f = 3.14f; new Test().doIt(f); Métodos disponibles en Test : 1. void doIt(Float f) → acepta objeto Float (boxing). 2. void doIt(double d) → acepta primitivo double (widening). 3. void doIt(float... fs) → acepta varargs de ﬂoat . Resolución de sobrecarga Java sigue un orden de preferencia cuando hay sobrecarga: 1. Exact match 2. Widening primitive conversion 3. Boxing 4. Varargs ● Tenemos float f (primi
Java.pdf	java/Java.pdf	82	APX	pág 125	¿Cuál de los siguientes componentes de APX encapsula la lógica empresarial y el acceso a los datos, además publica su interfaz para que pueda ser usada por terceros? a. Librerías b. DTOs c. Jobs d. Todas las opciones son correctas. e. Transacciones Analicemos cada opción en el contexto de APX : ● Librerías → Contienen código reutilizable, pero no necesariamente exponen lógica empresarial para terceros. ● DTOs (Data Transfer Objects) → Solo transportan datos, no encapsulan lógica . ● Jobs → Ejecutan procesos batch, no necesariamente exponen interfaz para terceros . ● Transacciones → Gestionan la atomicidad de operaciones, no encapsulan lógica empresarial . El componente que sí encapsula la lógica empresarial, maneja acceso a datos y expone una interfaz para terceros son las librerías de APX que implementan los servicios o procesos reutilizables .
Java.pdf	java/Java.pdf	83	Java	pág 125	Which of the following statements accurately describe the relationships that can exist between classes in Java? Inheritance represents an "is-a" relationship where one class derives from another class. Composition represents a "has-a" relationship where one class contains an instance of another class. Inheritance should be preferred over composition to promote code reuse and ﬂexibility. Both inheritance and composition can be used together to model complex relationships. Usage (or association) represents a "uses-a" relationship where one class uses methods or instances of another class. Composition should be preferred over inheritance to promote code reuse and ﬂexibility. Analicemos cada aﬁrmación paso a paso: 1. Inheritance represents an "is-a" relationship where one class derives from another class.
